"","logFC","logCPM","LR","PValue"
"Slc9a4",-9.95302070022762,0.586302082054188,22.865229331378,1.73767008526573e-06
"Slc9a2",-8.88909623262819,3.32820211401726,1102.30042203514,1.0444836119966e-241
"Mfsd9",-9.48468823256116,2.51109409972862,1170.84395080402,1.32369191314342e-256
"Tmem182",-11.2825501188373,-1.09906297671387,74.6025408649828,5.75690650942522e-18
"Gm29260",-10.1573781642903,0.569389924472996,137.181276480724,1.10064387497416e-31
"Gm28175",-9.02464118201432,2.94115520904597,555.026896593819,1.01495039360074e-122
"Pantr1",-8.38359959615717,4.39670297281619,1446.75656425376,1.4529357514291e-316
"Gm46091",-9.63201726927695,2.56243481806952,1249.12339086139,1.2870412637674e-273
"Pou3f3",-7.00691296190621,6.8724664766367,2074.44413718158,0
"2900092D14Rik",-8.96035313257352,3.50821152724563,1811.35390250204,0
"Pantr2",-10.3724382326258,1.03726079895754,578.428187476201,8.2410535762137e-128
"Dalir",-10.6210051315439,0.508282370864976,361.62820121712,1.24465795909903e-80
"Mrps9",-8.07752167161302,5.05125737680342,3687.9459718145,0
"Gpr45",-9.10373752448851,3.23340245956568,1798.06702379361,0
"Tgfbrap1",-7.39556146940155,6.17256014249568,3938.23452851608,0
"Gm28782",-14.8288913746677,-0.982793494320462,529.390836925046,3.83244296374786e-117
"8430432A02Rik",-12.6835823282236,-0.173857810759351,806.411212045018,2.17848774955185e-177
"AI597479",-7.91177514108421,5.30988886815264,3561.31430821063,0
"Fhl2",-7.68803020308113,5.19132675678469,571.124022939743,3.19750994921545e-126
"Nck2",-7.95731272444115,4.89652458680254,1139.381406534,9.11373387632015e-250
"Ecrg4",-10.5343982275219,0.119537341063427,93.6231873299116,3.81689821405476e-22
"Uxs1",-7.75789136239548,5.46141740389698,2618.65610076423,0
"Tpp2",-7.47280988832971,6.00204202753456,3004.65860189976,0
"Tex30",-9.84383880543327,2.24307757835694,1569.01791252121,0
"Poglut2",-8.76134945205702,3.66804796657462,1625.41031118528,0
"Bivm",-8.33521059626628,4.66480491283395,3741.31945999401,0
"Ercc5",-8.0994812020687,4.92430839257997,3351.39978635585,0
"Gulp1",-9.00305543751465,3.13879024989787,297.775615252325,1.00553179076633e-66
"Col3a1",-9.54552961897086,1.32362656499627,72.7134866096599,1.49906179310412e-17
"Col5a2",-8.75214549633469,2.97906795609226,166.24115714564,4.89990782187776e-38
"Wdr75",-8.05390411449751,5.06184604301814,3013.0225057227,0
"Slc40a1",-8.69443585004174,3.82835026370709,1138.40374841497,1.48654542810941e-249
"Dnah7b",-9.23701269388569,2.59607249594686,616.060133116102,5.37858734568516e-136
"Dnah7c",-10.036432274354,1.75884644598658,852.362741077699,2.22793381573289e-187
"Slc39a10",-6.72600321337875,7.42423596169011,1704.91548758159,0
"Tmeff2",-7.34885238185727,6.1952786036027,2481.86314772477,0
"9330175M20Rik",-13.3314290485398,-1.57652003409444,232.775206946705,1.47955683040678e-52
"Cavin2",-8.80981640082693,3.40166187450192,533.411662011554,5.11361125926996e-118
"Nabp1",-8.53025875266477,3.8555060827383,941.137076244453,1.12029892312731e-206
"Myo1b",-8.09950819877391,5.29543112150623,301.467056545533,1.57816248954517e-67
"Gm33795",-12.0268014691101,-1.34231394003011,127.146570985385,1.72547885505672e-29
"Stat4",-10.2055007285394,0.604557707276075,166.126455359757,5.19090656684773e-38
"Gm31812",-19.3193565779231,-0.998155515807771,2738.75684204585,0
"Stat1",-8.13467808333267,4.74782568648422,1344.40842086385,2.52797460938781e-294
"Gls",-6.20369726018256,8.41551053911513,2765.66129094075,0
"Nab1",-7.75483765299388,5.36265754547515,1681.36088482936,0
"Nemp2",-9.0477386236924,2.89919622390793,548.073686247622,3.30402222198779e-121
"Mfsd6",-6.99829467633728,6.84040758718067,2319.99561944978,0
"Inpp1",-7.86917223337694,5.33980554602274,2844.80035525324,0
"Hibch",-8.65747009397266,3.91160583487976,1547.96708113905,0
"1700019D03Rik",-8.24533897433788,4.54803241381291,2166.74658844718,0
"Mstn",-11.326224675283,-0.515618222874235,275.826693025789,6.09615564184996e-62
"Pms1",-9.51327174578925,2.6716047108898,1714.56915492771,0
"Ormdl1",-9.15371036361897,3.2037748431786,1863.64538376502,0
"Osgepl1",-8.67639376614634,3.80673990734222,1690.40183638362,0
"Asnsd1",-8.66456986844842,4.01457047667892,2140.86069865893,0
"Dnah7a",-10.6393854624663,0.828230504000759,694.655041111824,4.34517142450506e-153
"Gm32311",-12.222159332656,-0.94068458066899,406.314576703965,2.32464802500959e-90
"Stk17b",-9.06950579324709,3.17007599981391,1065.53362386117,1.02344212191121e-233
"Hecw2",-7.4938911120109,6.02259765354334,2083.45604778795,0
"Gtf3c3",-8.0353076243505,5.12112608019862,3537.85221661237,0
"Pgap1",-7.63357381360455,5.61014734044479,824.438345536317,2.62315355212465e-181
"Ankrd44",-8.60343487968767,3.88297233547449,1087.03124079702,2.17563317537194e-238
"Sf3b1",-6.10390710410855,8.57616844578134,2661.93600553777,0
"Coq10b",-8.28674788198918,4.3455310583471,700.743474037439,2.06077682477943e-154
"Hspd1",-6.99271127456072,6.96832319479484,3302.3884388132,0
"Hspe1",-7.989908376873,5.11250965218026,2578.04943347854,0
"Mob4",-7.44848812725175,6.0808793244805,3173.92262173057,0
"Rftn2",-7.89414189605411,5.26529126633346,2518.21151174768,0
"Gm10561",-9.7120160433181,2.20565081764147,974.555077825655,6.09741936531368e-214
"Mars2",-8.80642595875597,3.78220078804936,2195.93864897346,0
"Boll",-8.95411232965238,3.27399460331593,1225.70857889398,1.57818070612805e-268
"Plcl1",-7.83105153964981,5.44063248722985,2523.11590752586,0
"Gm6644",-8.53869386034282,4.13218713228346,1875.96043931225,0
"Satb2",-8.80719127309987,3.44225739412376,230.9414302075,3.71564437484807e-52
"9130024F11Rik",-10.1994517240788,0.860311632437356,138.772698904166,4.93860499031448e-32
"Gm38484",-10.2239844315526,0.744075882736241,151.175533458225,9.59450470514488e-35
"BC055402",-16.6512873672111,-1.32600965069731,377.628511131323,4.08578806151377e-84
"1700066M21Rik",-8.18421355850491,4.78854724591848,2205.19280494795,0
"Tyw5",-8.96980447318003,3.41363393574846,1973.4801953675,0
"Maip1",-8.58459056501609,4.19622527858511,2916.21886609715,0
"Spats2l",-8.41934560274815,4.37103342332097,2362.57275112663,0
"Kctd18",-8.58707165572108,4.02617739944365,1577.55468380173,0
"Sgo2a",-11.570773299474,0.991242948689023,1210.10425107278,3.88482206878358e-265
"Aox1",-9.3191351000297,2.70200919538782,906.456060198345,3.87575547153255e-199
"Aox3",-9.70738832927618,1.18957248794624,128.574425711327,8.40362154322253e-30
"Aox4",-10.1085295895562,1.0091734015293,268.21630226357,2.77755769075231e-60
"LOC118567643",-10.6050208654133,0.892791173528858,552.998838142816,2.80300695085552e-122
"Bzw1",-6.62035954216782,7.55739165133602,2528.478831123,0
"Clk1",-6.75479426151011,7.33175623176162,1835.90867314328,0
"Ppil3",-8.90122201272497,3.48852457358169,1967.740899377,0
"Nif3l1",-8.55064022759729,4.14631351013664,2101.41698550273,0
"Orc2",-8.07934762307288,5.00452680441452,2947.96239729508,0
"Gm15834",-10.3996727598563,0.763706285856017,328.952691238119,1.62515087521113e-73
"Fam126b",-7.34194457022802,6.24695526888752,1500.646193352,0
"Ndufb3",-7.60064443210664,5.82660977786722,3168.05330328544,0
"Gm20257",-10.7074031283584,0.514309839787483,515.582993698892,3.86836918759099e-114
"Flacc1",-12.5553967617851,-1.04427855385282,302.451904567984,9.62921911765068e-68
"Cflar",-8.62705483250797,3.93751073854633,1701.35031240584,0
"Casp8",-10.1436941988671,1.85992190329561,1193.49600793479,1.5805245319726e-261
"Trak2",-6.36734260735664,8.15722104082597,2253.16346301348,0
"Stradb",-8.06665439292672,5.01696046208209,3187.70754853178,0
"Tmem237",-8.25318991271986,4.62532961442899,2662.46480965349,0
"Mpp4",-11.5597407050448,-0.414902091051445,323.434900218747,2.58653213341572e-72
"Als2",-7.54145208402013,5.81704463405064,2601.99017600979,0
"Cdk15",-18.7004350128428,-0.937734536940428,1569.69819537348,0
"Fzd7",-8.79078922472183,3.46465034666948,1046.19137214033,1.63738344301258e-229
"Gm973",-9.15919813758812,2.96429018446033,823.431622444692,4.34205715888237e-181
"Gm39648",-12.0302317459666,-1.06815129215129,269.391112348027,1.54033153494525e-60
"Sumo1",-7.80139353212624,5.4585945309773,2839.16708131352,0
"Nop58",-8.12223299360681,4.94500751623131,3005.47668959915,0
"Bmpr2",-6.84901060067008,7.26117402430111,3038.95380476064,0
"Fam117b",-7.43561914107084,6.12132818283685,3493.2965550369,0
"Ica1l",-7.96502627968612,5.17088283801693,1622.57837394058,0
"Wdr12",-8.08329961805022,4.99027429948957,2530.33084916568,0
"Carf",-8.31836962645933,4.50600488650477,1297.60699208051,3.74331398481904e-284
"Nbeal1",-8.06985165313334,4.87307780546,1217.45890030599,9.79525487726725e-267
"Cyp20a1",-8.81827098829133,3.60391290450468,1417.04417945311,4.15631592382882e-310
"Abi2",-7.53129445769269,5.89076835383037,2539.32782109191,0
"Raph1",-7.80898080920434,5.38880745618603,2379.47444217025,0
"Gm11578",-8.63841351746266,3.63990989078793,925.731573503657,2.50133925584782e-203
"Cd28",-11.5610492909217,-1.31446682656641,89.6077199716858,2.9038881349669e-21
"Gm38137",-18.4159637175507,-1.29818656278859,817.04233584636,1.06365034076516e-179
"Pard3b",-9.13079614944807,2.69776566275682,629.364001110738,6.87298480598244e-139
"Nrp2",-7.51610093770501,5.79047510293252,1061.45320906306,7.88761483893453e-233
"Gm29083",-10.4269140143106,0.605070043085245,318.331699495071,3.34422996403128e-71
"Ino80d",-8.28153323665733,4.59296586587402,1916.7304868651,0
"Ino80dos",-9.44125076882116,2.45014321312034,853.067686934841,1.56547500823528e-187
"Ndufs1",-6.80662584431976,7.28171764176977,3143.99241019373,0
"Eef1b2",-7.14837158923084,6.72694581113451,3152.95398774929,0
"Gpr1",-12.4421116223895,-0.786679909958205,458.424309671967,1.05874155529097e-101
"Zdbf2",-8.30604177842507,4.83437108755607,208.983879035277,2.28853258538617e-47
"Adam23",-6.73433614900495,7.53341910248557,1263.73961823428,8.57426494786483e-277
"Mdh1b",-11.0442993135541,0.00224639541388385,265.257850824336,1.22595177903995e-59
"Fastkd2",-8.73836142465719,4.04751967768778,3106.96180837202,0
"4933402D24Rik",-11.4549915482323,0.24729291137019,748.923419600568,6.87842706716379e-165
"Gm13749",-10.3016616988343,0.31379480554708,130.898055455034,2.6065446522012e-30
"Klf7",-7.56912449387727,5.84312128834351,2376.6548938856,0
"Creb1",-7.49974200654517,5.917103796745,2348.42966319957,0
"Mettl21a",-8.89799045378087,3.82810603693734,2976.22331143787,0
"Ccnyl1",-8.40931994684012,4.38708559948695,1432.47438383583,1.84388484521145e-313
"Fzd5",-9.23637206813304,2.94814291069353,387.157841156998,3.44052259319942e-86
"Plekhm3",-7.62076372331735,5.8648334756933,3540.83063637006,0
"Cryga",-12.4812718136673,-1.48969948493972,209.542450510213,1.72858460724024e-47
"D630023F18Rik",-9.0025050751562,2.96637041898547,655.028470544115,1.80104409210157e-144
"Idh1",-7.56748595423305,5.81369968445291,2656.8665731723,0
"Pikfyve",-7.58047493276763,5.84938891290341,3455.49931748866,0
"Pth2r",-9.64044540551532,1.61294130458546,301.368465717273,1.65817745515951e-67
"Map2",-5.15281290890747,10.4217992768635,2769.79576298319,0
"Unc80",-6.15927329256761,8.43235502887491,2047.36986454184,0
"Rpe",-8.17836666116389,4.81204113580377,2493.00281340939,0
"Kansl1l",-8.19005039516163,4.62058446387757,1143.83936198598,9.79077658497556e-251
"Gm46093",-10.3665451693625,1.0771149586949,650.062699012827,2.16508709312758e-143
"Acadl",-7.87985063779875,5.3382223337533,2456.38870285655,0
"Gm15793",-11.315329315098,1.17071797225113,1394.06152892923,4.10084534829965e-305
"Myl1",-11.7686855066409,-1.45181351843495,113.659099661111,1.54752487552381e-26
"Lancl1",-6.74817405454823,7.42596038178557,2630.69460629165,0
"LOC115487097",-9.37542114364796,2.52700323160973,419.300195973312,3.46551024062714e-93
"Erbb4",-7.23465496314383,6.35755676631774,2299.46562461244,0
"Ikzf2",-9.78014999041669,1.53701157979746,397.011798084471,2.46283134182017e-88
"Spag16",-10.816875373273,0.0102574959105326,180.873994573682,3.12316078214283e-41
"Vwc2l",-9.42506034464192,2.55702006678642,367.737428837855,5.81875416902694e-82
"Bard1",-15.7427498660923,-0.0289038472231654,1122.74262507745,3.76661007283873e-246
"Abca12",-11.5538981190687,-1.13941115311575,119.602698335833,7.72885961915023e-28
"Atic",-7.91555478592198,5.19818960336011,3149.18756005367,0
"Fn1",-7.38372968622965,5.83981261099841,268.331619336936,2.62137797847525e-60
"Mreg",-9.81994025294633,1.74152487559652,496.701088971703,4.96308207752329e-110
"D230017M19Rik",-9.97579066446035,1.66758934788081,653.173643540139,4.55941165752609e-144
"Pecr",-9.74036636558624,2.22062022754574,1215.19628005,3.03907042536056e-266
"Tmem169",-8.22935767446473,4.43488625485967,1040.79542792736,2.43772959563537e-228
"Gm51631",-18.9384876245464,-1.43509887374209,825.681386382339,1.40790858236891e-181
"Xrcc5",-8.45642903119115,4.48460283197878,2304.31937970778,0
"Marchf4",-8.01415382708389,5.01240337235088,2286.82853804254,0
"Smarcal1",-7.2730224054006,6.36747891311249,3670.55839033343,0
"Rpl37a",-9.52130221517545,2.59588717189143,1117.08554829201,6.38946091555156e-245
"Igfbp2",-7.82419089616473,4.62639201637495,92.2635442745891,7.58691142175021e-22
"Igfbp5",-6.76136564243055,7.24539964624977,1069.22132720962,1.61636654111294e-234
"Gm31047",-12.477262596635,0.310627420944081,942.429062733885,5.86793578378142e-207
"6030407O03Rik",-19.0407739716696,-1.05624674156459,1430.35102788719,5.33502364067306e-313
"Tns1",-7.47596731439048,5.87869080047021,1235.15388979537,1.39787810881837e-270
"Arpc2",-6.6850223552556,7.53498472863828,2891.45973607809,0
"Aamp",-7.21632233346891,6.49877095303554,3702.74661568674,0
"Gm28364",-12.0727265117337,-1.10055837552856,312.243502578284,7.0875860839818e-70
"Pnkd",-6.86905210623921,7.17715859045101,2792.21452367018,0
"Tmbim1",-8.052901195309,5.07559808690174,2135.56200371188,0
"Catip",-10.4217459467952,1.06201200964938,618.479681790219,1.60111113133914e-136
"Slc11a1",-10.077481531371,1.39863442122691,569.743784489291,6.38337657660224e-126
"Ctdsp1",-8.27645399580983,4.55912952887715,2031.86996905761,0
"LOC118567753",-18.3573364150321,-1.22453823769501,854.629635406103,7.1627044980684e-188
"Vil1",-12.7887864502459,-0.485076715653023,536.911691691222,8.85708887556439e-119
"Usp37",-8.19846815012973,4.78663121673699,2739.84434334678,0
"Cnot9",-7.93639858845875,5.11500228544898,2687.20705603976,0
"Plcd4",-8.69123887240384,3.78791981904154,1568.68071552562,0
